Produção - soja
Sigla;Código;Brasil;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
BR;0;Brasil;19897804;14937806;19214705;22590978;24931832;25682637;23155274;26391448;31307440;30987476;32820826;37907259;42107618;51919440;49549941;51194089;52464640;57857172;59689855;57201871;68549283;74815447;65848857;81595270;86610820;97255236;96201920;114463241;117628212;114025769;121455112;
